original_path	new_path	reason	size_bytes	md5
C:\ALL THEORY\STATUS_fourth_order_build.md	C:\ALL THEORY\records\audits\STATUS_fourth_order_build.md	pattern .*(AUDIT|REVIEW|REPORT|STATUS|RECONCILIATION|FILE_REVIEW).*\.md$	9863	831394277072511d783148e0f28bd04f
C:\ALL THEORY\THM_FLUX_strongest_formula_resolved_cellular_mobility_2026-08-20.md	C:\ALL THEORY\theory\theorems\THM_FLUX_strongest_formula_resolved_cellular_mobility_2026-08-20.md	pattern ^STRONGEST_FORMULA_RESOLVED_CELLULAR_MOBILITY.*\.md$	10978	eb9762566f69e3f8fe73c7d2b80ed5b0
C:\ALL THEORY\PAPER_RCAP_su_alt3_three_term_local_gap_alt.docx	C:\ALL THEORY\QUARANTINE\duplicates_exact\PAPER_RCAP_su_alt3_three_term_local_gap_alt.docx	byte-identical copy of programs/rooted_capacity_program/PAPER_RCAP_su_alt3_three_term_local_gap_alt.docx	14474	688fe72e6919c7d7372cd8ccb9fe2be0
C:\ALL THEORY\NB_SU3_su_alt3_o_u_6_glueball_rest.ipynb	C:\ALL THEORY\numerics\notebooks\NB_SU3_su_alt3_o_u_6_glueball_rest.ipynb	pattern .*\.ipynb$	21420	1cef8ca61afd3cd3ffa142d05c6b1f3f
C:\ALL THEORY\SU2_CODD_SECTOR_EXCLUSION_THEOREM_2026-06-14 (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU2_CODD_SECTOR_EXCLUSION_THEOREM_2026-06-14 (1).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU2_codd_sector_exclusion_theorem_2026-06-14.md	1629	f4691c59b0bd13dc522b69fc38f14fa2
C:\ALL THEORY\THM_SU2_codd_sector_exclusion_theorem_2026-06-14.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_SU2_codd_sector_exclusion_theorem_2026-06-14.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU2_codd_sector_exclusion_theorem_2026-06-14.md	1629	f4691c59b0bd13dc522b69fc38f14fa2
C:\ALL THEORY\NOTE_PMBSF_su2_closure_full_derivations_2026_05_24.md	C:\ALL THEORY\theory\notes\NOTE_PMBSF_su2_closure_full_derivations_2026_05_24.md	pattern .*\.md$	15546	fba3224b66d8c7e46be9391d40cbccd5
C:\ALL THEORY\CERT_MC_su3_glueball_polarization_campaign_2026-08-08.json	C:\ALL THEORY\numerics\certificates\CERT_MC_su3_glueball_polarization_campaign_2026-08-08.json	pattern .*\.json$	3027	dcc50a5b07659fcbfecba4a3ec5eafdb
C:\ALL THEORY\SU3_KPS_STRING_COEFFICIENT_EXTRACTION_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_KPS_STRING_COEFFICIENT_EXTRACTION_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/SU3_KPS_STRING_COEFFICIENT_EXTRACTION_2026-06-14.zip	3403	b6b54bc00453d4e55448e5fcfb57d65f
C:\ALL THEORY\SU3_O5_CONSOLIDATED_AND_Y6_PREFLIGHT_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_O5_CONSOLIDATED_AND_Y6_PREFLIGHT_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/SU3_O5_CONSOLIDATED_AND_Y6_PREFLIGHT_2026-06-14.zip	30027	f75790b2dc29eacd3fe02c8493c6d644
C:\ALL THEORY\SU3_STRING_TENSION_O4_COMPLETE_BUNDLE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_STRING_TENSION_O4_COMPLETE_BUNDLE (1).zip	byte-identical copy of ZIP ARCHIVES/SU3_STRING_TENSION_O4_COMPLETE_BUNDLE (1).zip	659143	c423780cf577b7e033ebfbd55898408e
C:\ALL THEORY\SU3_STRING_TENSION_O4_COMPLETE_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_STRING_TENSION_O4_COMPLETE_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU3_STRING_TENSION_O4_COMPLETE_BUNDLE.zip	648783	fb97838e0ca3182ce370aa35d34576fe
C:\ALL THEORY\SU3_STRING_TENSION_PHYSICAL_O6_RELEASE_V2.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_STRING_TENSION_PHYSICAL_O6_RELEASE_V2.zip	byte-identical copy of ZIP ARCHIVES/SU3_STRING_TENSION_PHYSICAL_O6_RELEASE_V2.zip	658407	72e0342c8d3e74d371a4eee5af4da3ec
C:\ALL THEORY\SU3_T1pm_spatial_MC_HARDENED_v2 (1).py	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_T1pm_spatial_MC_HARDENED_v2 (1).py	byte-identical copy of ENGINE_MC_su3_t1pm_spatial_hardened_v2.py	111018	a6db0b563132fcd453e8cf149b14e983
C:\ALL THEORY\SU3_T1pm_spatial_MC_HARDENED_v2 (2).py	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_T1pm_spatial_MC_HARDENED_v2 (2).py	byte-identical copy of ENGINE_MC_su3_t1pm_spatial_hardened_v2.py	111018	a6db0b563132fcd453e8cf149b14e983
C:\ALL THEORY\ENGINE_MC_su3_t1pm_spatial_hardened_v2.py	C:\ALL THEORY\numerics\engines\ENGINE_MC_su3_t1pm_spatial_hardened_v2.py	pattern .*\.(py|sh)$	111018	a6db0b563132fcd453e8cf149b14e983
C:\ALL THEORY\SU3_T1pm_spatial_MC_POLARIZATION_v3 (1).py	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_T1pm_spatial_MC_POLARIZATION_v3 (1).py	byte-identical copy of ENGINE_MC_su3_t1pm_spatial_polarization_v3.py	133805	85a00fb49772fe98c78d8168266e1933
C:\ALL THEORY\ENGINE_MC_su3_t1pm_spatial_polarization_v3.py	C:\ALL THEORY\numerics\engines\ENGINE_MC_su3_t1pm_spatial_polarization_v3.py	pattern .*\.(py|sh)$	133805	85a00fb49772fe98c78d8168266e1933
C:\ALL THEORY\ENGINE_MC_su3_t1pm_spatial_nextrun.py	C:\ALL THEORY\numerics\engines\ENGINE_MC_su3_t1pm_spatial_nextrun.py	pattern .*\.(py|sh)$	72561	d99ea21c9da8e942b7448620907bcc3e
C:\ALL THEORY\SU3_Y5_COMPLETE_FIFTH_ORDER_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y5_COMPLETE_FIFTH_ORDER_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU3_Y5_COMPLETE_FIFTH_ORDER_BUNDLE.zip	19754675	33343b4b95533143cf2b9884b8ccce47
C:\ALL THEORY\CERT_Y5_su3_m5_certificate.json	C:\ALL THEORY\numerics\certificates\CERT_Y5_su3_m5_certificate.json	pattern .*\.json$	2210	4649a0fbc1cd47e778ba99e4bdbb8c4c
C:\ALL THEORY\THM_Y5_su3_m5_theorem_2026-06-14.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_Y5_su3_m5_theorem_2026-06-14.md	byte-identical copy of programs/one_plaquette/su3_y5_fifth_order/THM_Y5_su3_m5_theorem_2026-06-14.md	5185	e97c57df9bac721ec672069b94ba8af7
C:\ALL THEORY\NB_Y6_su3_y5_historical_recovery_colab.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_y5_historical_recovery_colab.ipynb	pattern .*\.ipynb$	18645	e05fb2e2578b2c7e06a562f98e535dda
C:\ALL THEORY\NB_Y6_su3_y5_historical_recovery_r2_colab.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_y5_historical_recovery_r2_colab.ipynb	pattern .*\.ipynb$	10754	f98d4e463528626cd12984cfa52e0f02
C:\ALL THEORY\SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS (1).zip	byte-identical copy of ZIP ARCHIVES/SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS (1).zip	6419	4a084b8724bf31138d757f8d8089a9d1
C:\ALL THEORY\SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS.zip	byte-identical copy of ZIP ARCHIVES/_quarantine_dups_2026-06-14/SU3_Y5_Y6_HISTORICAL_RECOVERY_R2_RESULTS.zip	22	76cdb2bad9582d23c1f6f4d868218d6c
C:\ALL THEORY\SU3_Y5_Y6_HISTORICAL_RECOVERY_RESULTS.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y5_Y6_HISTORICAL_RECOVERY_RESULTS.zip	byte-identical copy of ZIP ARCHIVES/SU3_Y5_Y6_HISTORICAL_RECOVERY_RESULTS.zip	26359	63177229107b02868b3b55c6411f4742
C:\ALL THEORY\SU3_Y6_LOCAL_INPUTS_AUDIT_2026-06-14.zip	C:\ALL THEORY\archive\zips\SU3_Y6_LOCAL_INPUTS_AUDIT_2026-06-14.zip	pattern .*\.zip$	2887	6e8fc48ee1ab3ae380d9a715daeedf39
C:\ALL THEORY\SU3_Y6_M6_ALL_IN_ONE_V3.zip	C:\ALL THEORY\archive\zips\SU3_Y6_M6_ALL_IN_ONE_V3.zip	pattern .*\.zip$	15833244	44d0569f1e19fbe83d58748be9287e7d
C:\ALL THEORY\NB_Y6_su3_m6_certified_recompute_alt.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_m6_certified_recompute_alt.ipynb	pattern .*\.ipynb$	39207	c144dc83321951c7bf8b7ca632c83f4f
C:\ALL THEORY\NB_Y6_su3_m6_certified_recompute.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_m6_certified_recompute.ipynb	pattern .*\.ipynb$	35459	bad762ade8a021eb23082957e79216d4
C:\ALL THEORY\SU3_Y6_M6_COMPLETE_DRIVER_V2.zip	C:\ALL THEORY\archive\zips\SU3_Y6_M6_COMPLETE_DRIVER_V2.zip	pattern .*\.zip$	16749	88fba42dc3a7e2f259c355f3a7fc0a3b
C:\ALL THEORY\SU3_Y6_M6_EXACT_INTERNAL_V1_RELEASE.zip	C:\ALL THEORY\archive\zips\SU3_Y6_M6_EXACT_INTERNAL_V1_RELEASE.zip	pattern .*\.zip$	51015	f99a29acf7fff56e8e3aa771b39a0334
C:\ALL THEORY\SU3_Y6_M6_SAFE_AUDIT_V5 (1).ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_M6_SAFE_AUDIT_V5 (1).ipynb	byte-identical copy of NB_Y6_su3_m6_safe_audit_v5.ipynb	6389	0bca54dc7d1947eb979882ae879c3b9c
C:\ALL THEORY\NB_Y6_su3_m6_safe_audit_v5.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_m6_safe_audit_v5.ipynb	pattern .*\.ipynb$	6389	0bca54dc7d1947eb979882ae879c3b9c
C:\ALL THEORY\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE (1).zip	byte-identical copy of SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE.zip	15822696	1cdbc71a703f4ef3cefb68c606cf47f8
C:\ALL THEORY\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE (2).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE (2).zip	byte-identical copy of SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE.zip	15822696	1cdbc71a703f4ef3cefb68c606cf47f8
C:\ALL THEORY\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE.zip	C:\ALL THEORY\archive\zips\SU3_Y6_M6_SAFE_AUDIT_V5_BUNDLE.zip	pattern .*\.zip$	15822696	1cdbc71a703f4ef3cefb68c606cf47f8
C:\ALL THEORY\AUDIT_Y6_su3_m6_safe_v5_report.json	C:\ALL THEORY\numerics\certificates\AUDIT_Y6_su3_m6_safe_v5_report.json	pattern .*\.json$	2699	ba8eb890c7634d73ce5bc59e91b9c09b
C:\ALL THEORY\SU3_Y6_M6_SCRATCH_PROOF_RESULTS_V1.zip	C:\ALL THEORY\archive\zips\SU3_Y6_M6_SCRATCH_PROOF_RESULTS_V1.zip	pattern .*\.zip$	20569361	72ab25f0324326da28e3c6cd4342cc5e
C:\ALL THEORY\NB_Y6_su3_m6_self_contained_v4.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_m6_self_contained_v4.ipynb	pattern .*\.ipynb$	21114412	fffd326376fa14b6ca0aefc3d7ebe8ca
C:\ALL THEORY\SU3_Y6_SCRATCH_STAGES1_2_ALL_IN_ONE_V2 (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_SCRATCH_STAGES1_2_ALL_IN_ONE_V2 (1).zip	byte-identical copy of SU3_Y6_SCRATCH_STAGES1_2_ALL_IN_ONE_V2.zip	19852027	bf789396651d272fb50a51baf81230ff
C:\ALL THEORY\SU3_Y6_SCRATCH_STAGES1_2_ALL_IN_ONE_V2.zip	C:\ALL THEORY\archive\zips\SU3_Y6_SCRATCH_STAGES1_2_ALL_IN_ONE_V2.zip	pattern .*\.zip$	19852027	bf789396651d272fb50a51baf81230ff
C:\ALL THEORY\SU3_Y6_SCRATCH_STAGES1_2_RESULTS.zip	C:\ALL THEORY\archive\zips\SU3_Y6_SCRATCH_STAGES1_2_RESULTS.zip	pattern .*\.zip$	17328670	895f5c37456a33cf55f142a725f8988a
C:\ALL THEORY\NB_Y6_su3_scratch_stages1_2_v2.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_scratch_stages1_2_v2.ipynb	pattern .*\.ipynb$	3147	da23856b1ebfd7e92db431d3abfc36aa
C:\ALL THEORY\SU3_Y6_STAGE0_COMPLETE_2026-06-15.tar.zst	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_STAGE0_COMPLETE_2026-06-15.tar.zst	byte-identical copy of pentagonal_verification_bundle/pentagonal_verification_bundle/suite_run.stderr.txt	0	d41d8cd98f00b204e9800998ecf8427e
C:\ALL THEORY\SU3_Y6_STAGE0_ESSENTIAL_RESULTS.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE0_ESSENTIAL_RESULTS.zip	pattern .*\.zip$	19829156	3d767d2e02122d4b2dcf50c21ea7ca59
C:\ALL THEORY\SU3_Y6_STAGE0_EXTERNAL_MEMORY_V1_RELEASE.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE0_EXTERNAL_MEMORY_V1_RELEASE.zip	pattern .*\.zip$	33816	272fd069c544b841d70b439d120bc171
C:\ALL THEORY\SU3_Y6_STAGE0_LAUNCH_BUNDLE_2026-06-14.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE0_LAUNCH_BUNDLE_2026-06-14.zip	pattern .*\.zip$	21180454	739fd42c22cb7c77d4ad24dea1eaf986
C:\ALL THEORY\NB_Y6_su3_stage0_no_edit_colab_alt.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_stage0_no_edit_colab_alt.ipynb	pattern .*\.ipynb$	532132	e011e42bb9a8208bdf5700f7691e3a20
C:\ALL THEORY\NB_Y6_su3_stage0_no_edit_colab_alt2.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_stage0_no_edit_colab_alt2.ipynb	pattern .*\.ipynb$	544645	7e14a638cb0dd89ad1d94279af809475
C:\ALL THEORY\NB_Y6_su3_stage0_no_edit_colab.ipynb	C:\ALL THEORY\numerics\notebooks\NB_Y6_su3_stage0_no_edit_colab.ipynb	pattern .*\.ipynb$	3117	c5a2a296af27572f0043355c09658952
C:\ALL THEORY\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE (1) (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE (1) (1).zip	byte-identical copy of SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE.zip	43651	8430fe36058c10bfe5e1bc10f179be71
C:\ALL THEORY\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE (1).zip	byte-identical copy of SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE.zip	43651	8430fe36058c10bfe5e1bc10f179be71
C:\ALL THEORY\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE0_RESUMABLE_V2_RELEASE.zip	pattern .*\.zip$	43651	8430fe36058c10bfe5e1bc10f179be71
C:\ALL THEORY\SU3_Y6_STAGE0_VALIDATION_AUDIT_2026-06-14.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE0_VALIDATION_AUDIT_2026-06-14.zip	pattern .*\.zip$	4165	313727d1a1059d003c32800992ec0497
C:\ALL THEORY\SU3_Y6_STAGE1_LOCAL_EXACT_V1_RELEASE.zip	C:\ALL THEORY\archive\zips\SU3_Y6_STAGE1_LOCAL_EXACT_V1_RELEASE.zip	pattern .*\.zip$	61093	9b2db2b52021220e61e7117f5376f6fa
C:\ALL THEORY\SU3_d3_corrected_full_notebook.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_d3_corrected_full_notebook.ipynb	byte-identical copy of SIMULATIONS/SU3_d3_corrected_full_notebook.ipynb	67154	3daf57db9ee2817eb7288cc7d1878fdf
C:\ALL THEORY\SU3_d3_corrected_full_notebook_EXECUTED.ipynb	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU3_d3_corrected_full_notebook_EXECUTED.ipynb	byte-identical copy of SIMULATIONS/SU3_d3_corrected_full_notebook_EXECUTED.ipynb	94861	ba4a8265f7568f62a4c6e46d0dae3f8a
C:\ALL THEORY\SU4_CLEAN_NO_EDIT_REPRODUCED.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_CLEAN_NO_EDIT_REPRODUCED.zip	byte-identical copy of ZIP ARCHIVES/SU4_CLEAN_NO_EDIT_REPRODUCED.zip	28634	41ee4932b0fd4b8016e4407acc693d07
C:\ALL THEORY\NB_SU4_clean_no_edit_reproducibility.ipynb	C:\ALL THEORY\numerics\notebooks\NB_SU4_clean_no_edit_reproducibility.ipynb	pattern .*\.ipynb$	10496	a86b5270bde5ba2c7c46b3b223cb02dc
C:\ALL THEORY\SU4_COMPLETE_FOURTH_ORDER_BUNDLE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_COMPLETE_FOURTH_ORDER_BUNDLE (1).zip	byte-identical copy of ZIP ARCHIVES/SU4_COMPLETE_FOURTH_ORDER_BUNDLE (1).zip	37476	daaf04034e8a6eaa0e89134ab289c883
C:\ALL THEORY\SU4_COMPLETE_FOURTH_ORDER_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_COMPLETE_FOURTH_ORDER_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU4_COMPLETE_FOURTH_ORDER_BUNDLE.zip	35193	17b9375465622be6695f8deaab4d1813
C:\ALL THEORY\SU4_DETERMINANT_COMPLETE_RELEASE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_DETERMINANT_COMPLETE_RELEASE.zip	byte-identical copy of ZIP ARCHIVES/SU4_DETERMINANT_COMPLETE_RELEASE.zip	715311	9d9ec543bce103a40849b9d0514500f5
C:\ALL THEORY\THM_SU4_determinant_theorem.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_SU4_determinant_theorem.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU4_determinant_theorem.md	1920	4e5a89d317a4e447f86cf2138b6c25a3
C:\ALL THEORY\NB_O4_su4_exact_fourth_order_completion_colab_fixed.ipynb	C:\ALL THEORY\numerics\notebooks\NB_O4_su4_exact_fourth_order_completion_colab_fixed.ipynb	pattern .*\.ipynb$	101401	9543a20d3a3957636f71184895224fcb
C:\ALL THEORY\NB_O4_su4_exact_fourth_order_completion_colab.ipynb	C:\ALL THEORY\numerics\notebooks\NB_O4_su4_exact_fourth_order_completion_colab.ipynb	pattern .*\.ipynb$	45523	6727a9af40c27a5c942ebfe47f02d1aa
C:\ALL THEORY\SU4_EXCEPTIONAL_ENUMERATOR_V1_LAUNCH_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_EXCEPTIONAL_ENUMERATOR_V1_LAUNCH_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU4_EXCEPTIONAL_ENUMERATOR_V1_LAUNCH_BUNDLE.zip	17374	8d1033b60e601a02ba6121d0dfe4d1e8
C:\ALL THEORY\CERT_SU4_exceptional_topology_word_ledger_v2.json	C:\ALL THEORY\numerics\certificates\CERT_SU4_exceptional_topology_word_ledger_v2.json	pattern .*\.json$	28346	a2f8afbc8e0f6fa65f3709b9a519320b
C:\ALL THEORY\SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE (1).zip	byte-identical copy of ZIP ARCHIVES/SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE.zip	15530	2bd6ada6ece4f51b3657981f64faf305
C:\ALL THEORY\SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU4_HYBRID_ADAPTER_AUDIT_V1_LAUNCH_BUNDLE.zip	15530	2bd6ada6ece4f51b3657981f64faf305
C:\ALL THEORY\SU4_HYBRID_COMPLETE_CERTIFICATE_V2 (1).json	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_COMPLETE_CERTIFICATE_V2 (1).json	byte-identical copy of CERT_SU4_hybrid_certificate_v2.json	5665	098c1a717814f1f55d8800a7f6593bd7
C:\ALL THEORY\CERT_SU4_hybrid_certificate_v2.json	C:\ALL THEORY\numerics\certificates\CERT_SU4_hybrid_certificate_v2.json	pattern .*\.json$	5665	098c1a717814f1f55d8800a7f6593bd7
C:\ALL THEORY\SU4_HYBRID_COMPLETE_THEOREM_V2 (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_COMPLETE_THEOREM_V2 (1).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU4_hybrid_theorem_v2.md	3333	28a1a7cbe7ad71b62b52edb201198b47
C:\ALL THEORY\SU4_HYBRID_COMPLETE_THEOREM_V2 (2).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_COMPLETE_THEOREM_V2 (2).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU4_hybrid_theorem_v2.md	3333	28a1a7cbe7ad71b62b52edb201198b47
C:\ALL THEORY\SU4_HYBRID_COMPLETE_THEOREM_V2 (3).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_COMPLETE_THEOREM_V2 (3).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU4_hybrid_theorem_v2.md	3333	28a1a7cbe7ad71b62b52edb201198b47
C:\ALL THEORY\THM_SU4_hybrid_theorem_v2.md	C:\ALL THEORY\QUARANTINE\duplicates_exact\THM_SU4_hybrid_theorem_v2.md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU4_hybrid_theorem_v2.md	3333	28a1a7cbe7ad71b62b52edb201198b47
C:\ALL THEORY\SU4_HYBRID_COMPLETE_V2_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_HYBRID_COMPLETE_V2_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU4_HYBRID_COMPLETE_V2_BUNDLE.zip	255993	da3ce5e8fa2c9b8ae1112406888a21fa
C:\ALL THEORY\SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE (1).zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE (1).zip	byte-identical copy of ZIP ARCHIVES/SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE.zip	18858	1cc2515e242c605d77b9b28c02e5a72b
C:\ALL THEORY\SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU4_LOCAL_ALGEBRA_V1_LAUNCH_BUNDLE.zip	18858	1cc2515e242c605d77b9b28c02e5a72b
C:\ALL THEORY\SU4_PERSISTENT_RESULTS_2026-06-14.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU4_PERSISTENT_RESULTS_2026-06-14.zip	byte-identical copy of ZIP ARCHIVES/SU4_PERSISTENT_RESULTS_2026-06-14.zip	1113024	442e774758006ebfce8b13a3784a73e0
C:\ALL THEORY\SU5_COMPLETE_FOURTH_ORDER_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU5_COMPLETE_FOURTH_ORDER_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU5_COMPLETE_FOURTH_ORDER_BUNDLE.zip	648450	11af9838fdc13445533158898db6becb
C:\ALL THEORY\SU5_FOURTH_ORDER_COMPLETE_RELEASE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU5_FOURTH_ORDER_COMPLETE_RELEASE.zip	byte-identical copy of ZIP ARCHIVES/SU5_FOURTH_ORDER_COMPLETE_RELEASE.zip	647937	e0df98317c6b92c065389491ccc715b1
C:\ALL THEORY\SU6_DETERMINANT_ARCHIVAL_V2_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_DETERMINANT_ARCHIVAL_V2_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU6_DETERMINANT_ARCHIVAL_V2_BUNDLE.zip	662528	3d57e9f7b2720c0c18c7fbf240bdc432
C:\ALL THEORY\SU6_DETERMINANT_COMPLETE_BUNDLE.zip	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_DETERMINANT_COMPLETE_BUNDLE.zip	byte-identical copy of ZIP ARCHIVES/SU6_DETERMINANT_COMPLETE_BUNDLE.zip	188842	470b32e67bc2cdbb2a1014584f214877
C:\ALL THEORY\CERT_SU6_determinant_certificate.json	C:\ALL THEORY\numerics\certificates\CERT_SU6_determinant_certificate.json	pattern .*\.json$	3501	d5cf95e9852ff141ba46488484f77c40
C:\ALL THEORY\SU6_DETERMINANT_COMPLETE_THEOREM (1) (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_DETERMINANT_COMPLETE_THEOREM (1) (1).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU6_determinant_theorem.md	2349	dddb05d230e94b0bb10248cf9ea2571f
C:\ALL THEORY\SU6_DETERMINANT_COMPLETE_THEOREM (1).md	C:\ALL THEORY\QUARANTINE\duplicates_exact\SU6_DETERMINANT_COMPLETE_THEOREM (1).md	byte-identical copy of programs/one_plaquette/sun_band_shape/completion_2026-06-14/THM_SU6_determinant_theorem.md	2349	dddb05d230e94b0bb10248cf9ea2571f
