old_path	new_path	size_bytes	md5
numerics/op12_theta/m2_certificates/m2_kernel/tensor_L6_b7.2.npz	numerics/op12_theta/m2_certificates/m2_kernel/DATA_OP1_tensor_l6_b7.2.npz	43733	fbae55e393b88f5db80991384986fe1b
numerics/op12_theta/m2_certificates/m2_kernel/tensor_L8_b5.6.npz	numerics/op12_theta/m2_certificates/m2_kernel/DATA_OP1_tensor_l8_b5.6.npz	154598	7f5ea0bf4f5a9faa97331d4d822e97ca
numerics/op12_theta/m2_certificates/m2_kernel/tensor_L8_b6.4.npz	numerics/op12_theta/m2_certificates/m2_kernel/DATA_OP1_tensor_l8_b6.4.npz	154732	816acbad2b9731543e580d0018b6835f
numerics/op12_theta/m2_certificates/m2_kernel/tensor_L8_b7.2.npz	numerics/op12_theta/m2_certificates/m2_kernel/DATA_OP1_tensor_l8_b7.2.npz	154621	bbc18a9ba70d6f1b49f5e5bcf1601c32
numerics/op12_theta/m2_certificates/m2_l8_shells.json	numerics/op12_theta/m2_certificates/CERT_OP1_m2_l8_shells.json	2496	9627777d3a6efea56fc7d146df34e5dd
numerics/op12_theta/m2_certificates/m2_pair_certificates.py	numerics/op12_theta/m2_certificates/ENGINE_OP1_m2_pair_certificates.py	5574	9b7131d643521c47e96a596dd687205d
numerics/op12_theta/m4_scaling/M4_HARMONIC_DECOMP_2026-06-12.md	numerics/op12_theta/m4_scaling/NOTE_OP1_m4_harmonic_decomp_2026-06-12.md	5570	6f7c1a5a72a79d4dd8fe8474e815074c
numerics/op12_theta/m4_scaling/M4_SCALING_NOTE_2026-06-12.md	numerics/op12_theta/m4_scaling/NOTE_OP1_m4_scaling_2026-06-12.md	2643	2fcbb5aca4a533ba9fb5713b8a8cf898
numerics/op12_theta/m4_scaling/M4_TC_ASYMPTOTICS_2026-06-12.md	numerics/op12_theta/m4_scaling/NOTE_OP1_m4_tc_asymptotics_2026-06-12.md	9044	223bf4d53f77aa53dd1b358ddf7e5ed6
numerics/op12_theta/m4_scaling/M4_TC_CLOSED_FORM_2026-06-12.md	numerics/op12_theta/m4_scaling/NOTE_OP1_m4_tc_closed_form_2026-06-12.md	17397	223fd85b5350336b81fba2604d0473db
numerics/op12_theta/m4_scaling/M5_3_COVER_DOMINATION_CLOSURE_ROUTE.ipynb	numerics/op12_theta/m4_scaling/NB_OP1_m5_3_cover_domination_closure_route.ipynb	25254	089f6061dc68fcf9d5378e98fc9b728d
numerics/op12_theta/m4_scaling/M5_4_WARNING_FREE_LIMIT_CONSTANT_AUDIT_FOR_LEMMA_B.ipynb	numerics/op12_theta/m4_scaling/NB_OP1_m5_4_warning_free_limit_constant_audit.ipynb	142200	9abaa36689fd7752085be94e294149cd
