u,lowest_energy_O2_normal_form,second_energy_O2_normal_form,gap,lowest_shell4_weight,lowest_shell6_lower_weight,lowest_shell6_middle_weight,lowest_shell6_upper_weight
0.185,2.806532225477583,3.345738437456136,0.539206211978553,0.8738024995430396,0.04941966185789111,0.06093150097773505,0.015846337621334052
0.186,2.806234950625326,3.3397372522812274,0.5335023016559015,0.8705622898318369,0.05095604182492792,0.06239463154898978,0.016087036794245373
0.187,2.805902704911633,3.3337131640201685,0.5278104591085353,0.8672362215566123,0.052544772051255746,0.0638901829590603,0.016328823433071932
0.188,2.8055345669142793,3.3276662867456475,0.5221317198313682,0.8638221748808443,0.054187721855277635,0.06541855034396282,0.016571552919915283
0.189,2.805129593134884,3.3215967357457514,0.5164671426108676,0.8603180102195148,0.05588681893660465,0.06698009997388435,0.016815070869996344
0.19,2.8046868178025455,3.315504627442178,0.5108178096396325,0.8567215716503243,0.057644049834240714,0.06857516570540208,0.01705921281003308
0.191,2.804205252712078,3.30939007929911,0.505184826587032,0.8530306907120819,0.05946146021123045,0.07020404520826123,0.01730380386842607
0.192,2.8036838871006986,3.303253209722277,0.4995693226215785,0.849243190613428,0.06134115494320899,0.07186699596295802,0.017548658480405255
0.193,2.803121687567203,3.2970941379476177,0.4939724503804146,0.8453568908748932,0.06328529798670182,0.07356423102681699,0.017793580111588127
0.194,2.802517598037917,3.2909129839188855,0.48839538588096865,0.8413696124270458,0.06529611200133428,0.07529591456793251,0.018038361003687185
0.195,2.8018705397838812,3.284709868153718,0.4828393283698369,0.83727918318679,0.06737587769848646,0.07706215716831524,0.01828278194640807
