u,lowest_energy_O2_normal_form,second_energy_O2_normal_form,gap,lowest_shell4_weight,lowest_shell6_lower_weight,lowest_shell6_middle_weight,lowest_shell6_upper_weight
0.196,2.801179411493964,3.278484911597375,0.477305500103411,0.8330834441329674,0.06952693288731737,0.07886301089983985,0.018526612079875392
0.197,2.800443089408791,3.272238235463764,0.47179514605497275,0.8287802559011481,0.07175167118746437,0.08069846417917148,0.018769608732216385
0.198,2.799660427520525,3.26596996106293,0.4663095335424048,0.8243675059157044,0.07405254037632925,0.0825684364107492,0.01901151729721703
0.199,2.7988302578437345,3.2596802096145865,0.460849951770852,0.8198431160751668,0.07643204033741746,0.08447277243018185,0.019252071157234287
0.2,2.797951390762696,3.2533691020469866,0.45541771128429076,0.8152050510041466,0.07889272057505797,0.08641123676400303,0.019490991656792415
0.201,2.7970226154605826,3.247036758780675,0.4500141433200926,0.8104513268819399,0.08143717725980504,0.08838350772574198,0.019727988132513315
0.202,2.7960427004361055,3.2406832994964927,0.4446405990603872,0.8055800208540977,0.08406804976809865,0.090389171372597,0.01996275800520651
0.203,2.7950103941131372,3.2343088428874363,0.439298448774299,0.8005892810288434,0.0867880166793421,0.09242771535172785,0.02019498694008648
0.20400000000000001,2.7939244255489237,3.2279135063938744,0.4339890808449507,0.795477337055183,0.08959979119344876,0.0944985226702127,0.020424349081155837
0.20500000000000002,2.7927835052463554,3.22149740592174,0.4287139006753846,0.7902425112736894,0.09250611593236596,0.09660086542812664,0.020650507365817663
0.20600000000000002,2.7915863260756906,3.215060655543406,0.42347432946771546,0.7848832304245822,0.0955097570898808,0.09873389855982562,0.02087311392571161
0.20700000000000002,2.7903315643109354,3.208603367180982,0.4182718028700467,0.7793980378904442,0.0986134978954964,0.10089665363443587,0.021091810579622883
0.20800000000000002,2.789017880785802,3.2021256502719075,0.4131077694861056,0.7737856064430331,0.10182013136027585,0.10308803277262198,0.0213062294240695
0.209,2.7876439221738596,3.195627611416772,0.4079836892429123,0.7680447514550104,0.10513245227532211,0.10530680274285156,0.021515993526816032
0.21,2.786208322397078,3.1891093540094873,0.4029010316124091,0.7621744445281771,0.10855324843717427,0.10755158930656121,0.021720717728087605
0.211,2.7847097041664064,3.182570977849966,0.3978612736835596,0.7561738274797671,0.11208529107889909,0.10982087188767356,0.021920009553660035
0.212,2.7831466806574885,3.176012578739743,0.39286589808225436,0.7500422266180663,0.1157313244909483,0.11211297864772994,0.02211347024325539
0.213,2.7815178573238426,3.169434248060999,0.38791639073715656,0.7437791672275588,0.11949405482231718,0.11442608205333314,0.022300695896791182
0.214,2.779821833849086,3.162836072339725,0.383014238490639,0.7373843881726715,0.12337613805985705,0.11675819502747577,0.02248127873999594
0.215,2.77805720623881,3.15621813279393,0.37816092655512,0.7308578565177893,0.12738016719201856,0.11910716778047441,0.022654808509717576
0.216,2.7762225690517224,3.1495805048679983,0.37335793581627597,0.7241997820497171,0.13150865857290053,0.12147068541947106,0.022820873957911287
0.217,2.77431651776852,3.142923257754482,0.36860673998596205,0.7174106315776874,0.13576403751294855,0.1238462664375523,0.022979064471811923
0.218,2.7723376512957527,3.1362464539049797,0.363908802609227,0.7104911428751977,0.14014862313428578,0.12623126218434402,0.02312897180617221
0.219,2.7702845746005638,3.129550148531832,0.35926557393126846,0.7034423381179062,0.14466461254124333,0.12862285741915394,0.02327019192169677
0.22,2.768155901470813,3.1228343891027213,0.35467848763190846,0.6962655366627519,0.14931406437006145,0.13101807204523921,0.023402326921947384
0.221,2.7659502573935577,3.1160992148304683,0.35014895743691055,0.6889623670056498,0.1540988817959543,0.13341376411934125,0.023524987079054385
0.222,2.763666282543352,3.1093446561607125,0.34567837361736053,0.6815347777489126,0.15902079509043154,0.13580663422408612,0.023637792936569587
0.223,2.7613026348701513,3.102570734260128,0.3412680993899766,0.6739850474051744,0.16408134383703413,0.13819323128202018,0.0237403774757713
0.224,2.7588579932750203,3.0957774605084785,0.3369194672334581,0.6663157928625083,0.16928185892881364,0.14056995987894289,0.023832388329734944
0.225,2.756331060860187,3.0889648359977375,0.33263377513755055,0.6585299763358329,0.17462344448607786,0.14293308915056605,0.023913490027522608
0.226,2.753720568238339,3.082132851041879,0.32841228280353985,0.6506309106327727,0.18010695984765154,0.1452787632705645,0.023983366249011144
0.227,2.751025276884516,3.075281484701175,0.3242562078166591,0.6426222625684569,0.18573300180266777,0.14760301355969052,0.024041722069185114
0.228,2.7482439825124123,3.0684107043249806,0.32016672181256833,0.6345080543730074,0.19150188724270753,0.1499017722150442,0.024088286169240893
0.229,2.7453755184555217,3.0615204651171446,0.31614494666162285,0.626292662948264,0.19741363642517845,0.15217088763593625,0.024122812990621217
0.23,2.7424187590323235,3.054610709728373,0.3121919506960493,0.6179808168464729,0.20346795704789572,0.1544061412984398,0.024145084807191405
0.231,2.7393726228735558,3.0476813678798864,0.30830874500633065,0.609577590863116,0.20966422934170362,0.15660326610497624,0.024154913690203967
0.232,2.7362360761888054,3.040732356022814,0.30449627983400873,0.6010883981590148,0.21600149239180652,0.15875796610863152,0.0241521433405478
0.233,2.7330081359489347,3.033763577037688,0.3007554410887532,0.5925189798527186,0.22247843189939068,0.16086593748484176,0.02413665076304894
0.234,2.7296878729604974,3.02677491997844,0.29708704701794275,0.5838753920529219,0.22909336959246038,0.16292289059627038,0.024108347758347238
0.23500000000000001,2.726274414808143,3.0197662598649986,0.29349184505685555,0.5751639903318394,0.23584425448847857,0.16492457297060176,0.02406718220908029
0.23600000000000002,2.72276694864125,3.012737457528619,0.28997050888736897,0.5663914116735571,0.2427286562010332,0.16686679298657117,0.024013139138838444
0.23700000000000002,2.7191647237814576,3.0056883595136035,0.2865236357321459,0.5575645539657316,0.24974376046859167,0.16874544404114386,0.023946241524532445
0.23800000000000002,2.715467054128648,2.998618798038866,0.283151743910218,0.5486905531381868,0.25688636706494217,0.17055652895139511,0.023866550845475978
0.23900000000000002,2.7116733203440617,2.9915285910223592,0.2798552706782975,0.5397767580870002,0.26415289022868793,0.17229618432875304,0.023774167355558463
0.24,2.707782971790701,2.9844175421709918,0.2766345703802906,0.5308307035570639,0.27153936172305526,0.17396070465154007,0.023669230068340506
0.241,2.703795528212969,2.9772854411379446,0.2734899129249757,0.5218600811886934,0.2790414366080212,0.17554656575462504,0.023551916448659588
0.242,2.699710581139582,2.9701320637490607,0.27042148260947885,0.5128727089645241,0.2866544017740062,0.1770504474531165,0.02342244180835309
0.243,2.6955277949961327,2.962957172298933,0.2674293773028005,0.5038764993200263,0.29437318725189343,0.1784692550202309,0.023281058407849643
0.244,2.6912469079162396,2.955760515917075,0.26451360800083545,0.4948794262047269,0.30219238027711653,0.17980013924852706,0.023128054269629158
0.245,2.6868677322430474,2.9485418310035025,0.2616740987604551,0.48588949140027954,0.31010624204806975,0.18104051483792577,0.02296375171372523
0.246,2.6823901547157236,2.9413008417325828,0.25891068701685915,0.47691469041582935,0.3181087270808812,0.18218807687375593,0.02278850562953381
0.247,2.677814136338638,2.934037260623142,0.25622312428450433,0.4679629782900461,0.3261935050252036,0.1832408151827183,0.02260270150203125
0.248,2.673139711934011,2.926750789172146,0.25361107723813525,0.4590422356325146,0.3343539847695269,0.18419702638391722,0.02240675321404117
0.249,2.668366989381878,2.919441118548582,0.251074129166704,0.45016023523489573,0.34258334063053164,0.18505532348523737,0.022201100649335836
0.25,2.6634961485542687,2.912107930343442,0.24861178178917331,0.4413246095741996,0.35087454039021027,0.1858146429115631,0.02198620712402641
0.251,2.6585274399533767,2.9047508973710565,0.24622345741767981,0.43254281951696877,0.3592203749173349,0.18647424888985342,0.02176255667584349
0.252,2.6534611830663297,2.8973696845166024,0.24390850145027265,0.42382212451455675,0.3676134890868536,0.18703373515608096,0.021530651242509042
0.253,2.648297764451684,2.8899639496238465,0.24166618517216243,0.4151695545563038,0.3760464136931135,0.187493023989232,0.021291007761350567
0.254,2.6430376355750953,2.8825333444169448,0.23949570884184945,0.406591884119747,0.3845115980401821,0.18785236261734362,0.02104415522272826
0.255,2.637681310413705,2.87507751544969,0.23739620503598502,0.39809560832619406,0.39300144288533684,0.18811231707887618,0.020790631709593273
0.256,2.632229362850527,2.867596105075325,0.23536674222479803,0.38968692147622536,0.40150833341049297,0.18827376365855542,0.02053098145472599
0.257,2.6266824238814497,2.860088752429866,0.23340632854841648,0.38137169810390104,0.4100246719006878,0.18833787804956245,0.020265751945849616
0.258,2.6210411786587082,2.8525550944218914,0.23151391576318314,0.373155476651992,0.418542909817996,0.18830612242299108,0.01999549110702136
0.259,2.6153063633952907,2.8449947667215882,0.22968840332629759,0.36504344583323295,0.4270555789744033,0.188180230609938,0.019720744582425568
0.26,2.609478762155236,2.8374074047422146,0.22792864258697865,0.357040433706228,0.43555532152606813,0.1879621916215635,0.019442053146141093
0.261,2.6035592035547546,2.829792644607128,0.22623344105237342,0.3491508994591177,0.4440349185351155,0.18765423174722914,0.019159950258538855
0.262,2.5975485573989685,2.8221501240959603,0.22460156669699183,0.3413789278607757,0.4524873168716954,0.18725879548061405,0.018874959786915082
0.263,2.5914477312784507,2.814479483563813,0.2230317522853622,0.3337282263081693,0.46090565425865837,0.18677852552841143,0.01858759390476103
0.264,2.5852576671488974,2.806780366827856,0.22152269967895855,0.32620212437035656,0.4692832822926912,0.18621624215611832,0.018298351180833956
0.265,2.578979337916331,2.7990524220161777,0.22007308409984683,0.3188035757049036,0.47761378730834075,0.18557492212078275,0.018007714865973568
0.266,2.5726137440488315,2.791295302374226,0.2186815583253945,0.3115351622010537,0.48589100898478477,0.18485767743166678,0.017716151382495344
0.267,2.5661619102344297,2.7835086670249285,0.21734675679049875,0.30439910018654043,0.4941090566278852,0.18406773416755254,0.017424109018021567
0.268,2.5596248821032237,2.7756921816789615,0.21606729957573778,0.29739724852111865,0.5022623230924406,0.1832084115636061,0.017132016822834755
0.269,2.5530037230299922,2.7678455192924822,0.21484179626249,0.2905311183897655,0.5103454963400701,0.18228310156284708,0.016840283707317667
0.27,2.5462995110319815,2.7599683606700927,0.21366884963811117,0.2838018846022152,0.5183535686568378,0.18129524900717522,0.016549297733772523
0.271,2.5395133357745894,2.752060395011521,0.21254705923693162,0.2772103982023399,0.5262818435811843,0.1802483326215284,0.016259425594948307
0.272,2.532646295695938,2.744121320401053,0.21147502470511492,0.2707572001910738,0.5341259406163232,0.17914584692267765,0.015971012269924884
0.273,2.525699495259561,2.7361508442393823,0.21045134897982143,0.26444253616971347,0.5418817978218624,0.17799128516178217,0.015684380846642563
0.274,2.5186740423426075,2.7281486836179645,0.20947464127535698,0.25826637171578387,0.5495456723973451,0.17678812338758676,0.015399832499284736
0.275,2.511571045765366,2.720114565636646,0.20854351987127995,0.25222840831160026,0.5571141393846304,0.1755398056958153,0.01511764660795381
0.276,2.504391612966237,2.71204822766563,0.20765661469939323,0.24632809965504904,0.5645840886277123,0.17424973070969219,0.014838081007546638
0.277,2.4971368478248355,2.7039494175533147,0.20681256972847928,0.24056466819320702,0.5719527201369191,0.17292123931737927,0.014561372352495001
0.278,2.48980784863456,2.6958178937819834,0.2060100451474236,0.23493712173158282,0.5792175380097963,0.17155760367463552,0.014287736583986292
0.279,2.482405706224437,2.687653425573454,0.20524771934901676,0.22944426998442463,0.5863763430643916,0.17016201746473641,0.0140173694864472
0.28,2.474931502229354,2.679455792947284,0.20452429071793032,0.2240847409452849,0.5934272243402405,0.16873758739406014,0.013750447320414501
0.281,2.4673863075062017,2.671224786734113,0.20383847922791132,0.21885699697009992,0.6003685496216128,0.16728732588890033,0.013487127519387318
0.28200000000000003,2.4597711806930675,2.6629602085470987,0.20318902785403115,0.21375935047900746,0.6071989551328828,0.16581414494923225,0.01322754943887828
0.28300000000000003,2.452087166907423,2.6546618707143486,0.20257470380692544,0.20878997919592934,0.6139173345514067,0.16432085110611053,0.012971835146553508
0.28400000000000003,2.444335296578884,2.6463295961754514,0.20199429959656756,0.20394694085800635,0.6205228274760141,0.1628101414228486,0.01272009024313162
0.28500000000000003,2.436516584411355,2.637963218345168,0.2014466339338128,0.19922818733893533,0.6270148074817782,0.16128460047476653,0.012472404704520245
0.28600000000000003,2.4286320284690768,2.62956258094739,0.20093055247831337,0.19463157814182735,0.6333928698829321,0.1597466982387288,0.01222885373651158
0.28700000000000003,2.4206826093806595,2.6211275378224284,0.20044492844176887,0.19015489322778936,0.6396568193166662,0.1581987888213471,0.011989498634198343
0.28800000000000003,2.412669289654984,2.6126579527106313,0.1999886630556471,0.18579584515624578,0.6458066572508734,0.15664310995374428,0.01175438763913605
0.289,2.4045930131026574,2.604153699015258,0.19956068591260046,0.18155209052190482,0.6518425695092066,0.15508178318080376,0.011523556788085535
0.29,2.39645470435664,2.595614659547387,0.1991599551907468,0.17742124068123516,0.657764913897036,0.15351681467375175,0.01129703074797746
0.291,2.3882552684856164,2.587040726255638,0.19878545777002143,0.17340087176849947,0.6635742080020374,0.15195009659695333,0.011074823632511142
0.292,2.3799955906937678,2.578431799943173,0.19843620924940542,0.16948853400748096,0.6692711172341017,0.15038340896191968,0.010856939796498287
0.293,2.371676536100595,2.5697877899744563,0.19811125387386141,0.16568176033047272,0.6748564431599947,0.14881842190477765,0.010643374604754665
0.294,2.363298949594706,2.561108613973999,0.19780966437929326,0.16197807432066536,0.6803311121797018,0.1472566983266846,0.010434115172948129
0.295,2.354863655755539,2.552394197519239,0.19753054176369966,0.15837499749781683,0.6856961645833646,0.14569969684043121,0.010229141078387377
0.296,2.3463714588372238,2.5436444738294446,0.19727301499222083,0.1548700559702306,0.690952744020255,0.14414877497026649,0.010028425039247273
0.297,2.3378231428090657,2.534859383452483,0.1970362406434174,0.15146078647852165,0.6961020874042467,0.14260519255604384,0.009831933561187056
0.298,2.329219471447308,2.526038873951071,0.19681940250376284,0.1481447418585244,0.7011455152739153,0.14107011531682523,0.009639627550735563
0.299,2.3205611884730675,2.5171828995899537,0.1966217111168862,0.14491949595199963,0.7060844226199031,0.13954461853292965,0.00945146289516756
0.3,2.3118490177317463,2.5082914210253775,0.19644240329363116,0.14178264799477455,0.7109202701867606,0.1380296908095425,0.009267391008921797
0.301,2.303083663409278,2.4993644049980293,0.19628074158875108,0.13873182651234645,0.7156545762520727,0.13652623788869908,0.009087359346881478
0.302,2.294265810281049,2.4904018240304557,0.1961360137494066,0.13576469275311215,0.720288908881812,0.13503508648002166,0.008911311885053903
0.303,2.285396123989464,2.4814036561299324,0.1960075321404684,0.13287894368924746,0.7248248786570746,0.133556988084273,0.008739189569404924
0.304,2.2764752513464686,2.4723698844975117,0.19589463315104316,0.130072314614739,0.7292641318647131,0.13209262278681552,0.008570930733733214
0.305,2.267503820657552,2.4633004972439765,0.1957966765864243,0.12734258136947407,0.7336083441415953,0.13064260300130714,0.008406471487623295
0.306,2.2584824420640826,2.4541954871132194,0.1957130450491369,0.12468756221742067,0.7378592145603035,0.12920747714668115,0.008245746075594062
0.307,2.2494117079009976,2.445054851213564,0.19564314331256627,0.1221051194059675,0.7420184601422058,0.12778773324317566,0.008088687208650252
0.308,2.240292193067141,2.4358785907573526,0.19558639769021147,0.11959316043239465,0.7460878107826443,0.12638380241547092,0.007935226369490372
0.309,2.231124455405799,2.426666710809137,0.1955422554033377,0.11714963904229142,0.750069004571804,0.12499606229324993,0.007785294092653838
0.31,2.221909036093149,2.4174192200426576,0.1955101839495086,0.11477255598350476,0.7539637834941187,0.12362484030145836,0.007638820220918613
0.311,2.2126464600325457,2.4081361305067714,0.19548967047422572,0.11245995953794294,0.7577738894885314,0.12227041683427085,0.007495734139254691
0.312,2.203337236252858,2.3988174574004097,0.1954802211475517,0.11020994585229277,0.7615010608516803,0.12093302830839822,0.007355964987629097
0.313,2.193981858309052,2.389463218856603,0.19548136054755139,0.10802065908742428,0.7651470289658532,0.11961287009277458,0.007219441853948049
0.314,2.1845808046836304,2.380073435735526,0.19549263105189585,0.10589029140498703,0.7687135153338337,0.1183100993128004,0.007086093948378984
0.315,2.175134539187499,2.37064813142655,0.19551359223905118,0.10381708280849271,0.7722022289026207,0.1170248375286075,0.006955850760279119
0.316,2.165643511359069,2.3611873316591403,0.19554382030007122,0.10179932085492448,0.7756148636587165,0.1157571732874615,0.006828642198897614
0.317,2.156108156860564,2.351691064322518,0.1955829074619544,0.09983534025179121,0.778953096477712,0.11450716455150234,0.006704398718994479
0.318,2.146528897870524,2.3421593592938907,0.1956304614233666,0.09792352235337466,0.7822185852116961,0.11327484100247842,0.006583051432450815
0.319,2.1369061434717493,2.3325922482750867,0.19568610480333737,0.09606229456889502,0.7854129669982943,0.11206020622589101,0.006464532206920395
0.32,2.1272402900339142,2.322989764637376,0.1957494746034616,0.09425012969423079,0.7885378567760021,0.11086323977727222,0.006348773752494757
0.321,2.117531721590279,2.313351943274261,0.19582022168398172,0.09248554517792285,0.7915948459908937,0.10968389913385386,0.006235709697328619
0.322,2.1077808102079136,2.3036788204620002,0.1958980102540866,0.09076710233121536,0.7945855014805996,0.10852212153508235,0.006125274653102677
0.323,2.0979879163510518,2.2939704337276288,0.19598251737657701,0.08909340549106716,0.7975113645220278,0.10737782571574772,0.00601740427115811
0.324,2.0881533892371404,2.2842268217241988,0.19607343248705833,0.08746310114422595,0.8003739500300607,0.10625091353562537,0.005912035290088147
0.325,2.0782775671853275,2.2744480241130263,0.19617045692769874,0.08587487701973097,0.8031747458950188,0.1051412715097285,0.005809105575521652
0.326,2.068360777957142,2.264634081452645,0.1962733034955031,0.08432746115646515,0.8059152124475312,0.10404877224322277,0.005708554152781089
0.327,2.058403339089116,2.254785035094201,0.19638169600508482,0.08281962095173832,0.808596782040032,0.10297327577516643,0.005610321233062585
0.328,2.0484055582172975,2.244900927083081,0.19649536886578334,0.08135016219630586,0.8112208587346318,0.10191463083532862,0.005514348233733493
0.329,2.038367733393519,2.234981800066444,0.19661406667292525,0.07991792810060165,0.8137888180879951,0.10087267601810138,0.005420577793302392
0.33,2.0282901533933275,2.225027697206441,0.19673754381311337,0.07852179831649193,0.816302007024275,0.09984724087765291,0.005328953781579567
0.331,2.018173098015657,2.2150386620988773,0.19686556408322042,0.07716068795837322,0.8187617437877956,0.09883814694832622,0.00523942130550514
0.332,2.0080168383741226,2.205014738697023,0.19699790032290032,0.07583354662696587,0.8211693179677797,0.0978452086941692,0.005151926711085602
0.333,1.9978216371801116,2.194955971240379,0.19713433406026737,0.07453935743880515,0.8235259905878908,0.09686823439145476,0.005066417581849337
0.334,1.987587749017617,2.184862404188129,0.19727465517051201,0.07327713606401047,0.8258329942539638,0.09590702694783088,0.00498284273419484
0.335,1.9773154206099919,2.174734082157065,0.19741866154707322,0.0720459297746203,0.8280915333536599,0.0949613846617398,0.004901152209979229
0.336,1.9670048910786329,2.1645710498637376,0.19756615878510475,0.07084481650544354,0.8303027843024043,0.09403110192548794,0.004821297266663912
0.337,1.9566563921938191,2.154373352070655,0.1977169598768358,0.0696729039291309,0.8324678958302282,0.0931159698753325,0.0047432303653087505
0.338,1.9462701486177247,2.14414103353627,0.19787088491854532,0.06852932854688333,0.8345879893047322,0.0922157769917013,0.004666905156682666
0.339,1.935846378139836,2.1338741389686073,0.19802776082877127,0.06741325479602389,0.8366641590856042,0.09133030965263778,0.00459227646573403
0.34,1.9253852919048773,2.12357271298229,0.1981874210774126,0.06632387417542798,0.838697472906601,0.0904593526433293,0.004519300274642474
0.341,1.91488709463342,2.113236800058806,0.198349705425386,0.06526040438963002,0.8406889722812317,0.08960268962448147,0.004447933704655942
0.342,1.9043519848353256,2.1028664445098264,0.19851445967450077,0.06422208851226784,0.8426396729286499,0.08876010356218408,0.004378134996898246
0.343,1.8937801550162219,2.0924616904434044,0.19868153542718248,0.06320819416936227,0.8445505652165958,0.08793137712173267,0.004309863492310839
0.34400000000000003,1.8831717918771604,2.082022581732893,0.19885078985573235,0.06221801274281842,0.846422614618478,0.08711629302781676,0.004243079610887425
0.34500000000000003,1.8725270765076276,2.0715491619884223,0.1990220854807947,0.06125085859438137,0.8482567621820685,0.08631463439322079,0.004177744830328701
0.34600000000000003,1.861846184572124,2.0610414745307883,0.19919528995866442,0.060306068310226904,0.8500539250072608,0.08552618501826069,0.004113821664251809
0.34700000000000003,1.8511292864904254,2.050499562367608,0.19937027587718248,0.05938299996621582,0.8518149967308731,0.08475072966285609,0.0040512736400555496
0.34800000000000003,1.840376547611795,2.0399234681716023,0.19954692055980727,0.05848103241382191,0.8535408480164166,0.08398805429321042,0.003990065276552473
0.34900000000000003,1.8295881283832143,2.029313234260893,0.19972510587767878,0.05759956458660188,0.8552323270471861,0.08323794630476741,0.003930162061445932
0.35000000000000003,1.818764184511918,2.018668902581168,0.19990471806924992,0.05673801482709053,0.8568902600209373,0.08250019472322909,0.0038715304287422793
0.35100000000000003,1.807904867122329,2.007990514689617,0.20008564756728808,0.05589582023387609,0.8585154516448676,0.08177459038509427,0.003814137736163198
0.352,1.7970103229075827,1.9972781117405103,0.20026778883292762,0.0550724360286221,0.8601086856294804,0.08106092609927255,0.0037579522426251697
0.353,1.7860806942758587,1.986531734472337,0.2004510401964783,0.054267334942733315,0.8616707251802985,0.08035899679112801,0.003702943085840384
0.354,1.775116119491618,1.9757514231963815,0.20063530370476346,0.05348000662332692,0.8632023134863537,0.07966859963022893,0.0036490802600892985
0.355,1.764116732811944,1.9649372177866546,0.2008204849747106,0.05270995705816053,0.8647041742045787,0.07898953414305043,0.003596334594208677
0.356,1.7530826646181636,1.9540891576710921,0.2010064930529285,0.05195670801912975,0.8661770119392862,0.07832160231175224,0.0035446777298316708
0.357,1.7420140415428615,1.9432072818239314,0.20119324028106989,0.05121979652393493,0.867621512716047,0.07766460866010363,0.003494082099914513
0.358,1.7309109865924843,1.9322916287591871,0.20138064216670282,0.05049877431549613,0.8690383444494058,0.07701836032752249,0.0034445209075762116
0.359,1.7197736192656659,1.9213422365251571,0.20156861725949127,0.04979320735869799,0.8704281574038086,0.07638266713221487,0.0033959681052784904
0.36,1.7086020556674064,1.910359142699877,0.20175708703247053,0.04910267535401456,0.8717915846474044,0.07575734162421943,0.003348398374361942
0.361,1.6973964086192714,1.8993423843874644,0.20194597576819295,0.048426771267576794,0.8731292424982663,0.0751421991291973,0.003301787104959607
0.362,1.6861567877657322,1.8882919982152848,0.20213521044955263,0.047765100877237614,0.87444173096274,0.0745370577837233,0.003256110376299066
0.363,1.6748832996768055,1.8772080203318955,0.20232472065509,0.047117282334185086,0.8757296341656197,0.07394173856278792,0.0032113449374074556
0.364,1.6635760479470785,1.866090486405677,0.20251443845859862,0.046482945739649784,0.8769935207720071,0.07335606530012032,0.0031674681882234244
0.365,1.6522351332912881,1.8549394316241414,0.2027042983328533,0.045861732736269825,0.8782339444005934,0.07277986470200846,0.0031244581611282844
0.366,1.6408606536365629,1.8437548906938355,0.2028942370572726,0.04525329611366457,0.8794514440283139,0.0722129663551262,0.0030822935028959986
0.367,1.6294527042114344,1.8325368978408072,0.2030841936293728,0.044657299427780184,0.8806465443862358,0.07165520272891611,0.003040953457067697
0.368,1.6180113776317546,1.8212854868115957,0.20327410917984112,0.044073416633579464,0.8818197563466347,0.07110640917303422,0.0030004178467515135
0.369,1.6065367639836075,1.8100006908746884,0.20346392689108095,0.04350133173064267,0.8829715773012429,0.07056642391026725,0.0029606670578468273
0.37,1.5950289509033455,1.7986825428224182,0.20365359191907273,0.04294073842126844,0.8841024915306583,0.07003508802538203,0.002921682022691505
0.371,1.5834880236548274,1.787331074973268,0.2038430513184406,0.04239133978066156,0.8852129705649179,0.06951224545028947,0.0028834442041314515
0.372,1.5719140652039962,1.7759463191745335,0.20403225397053726,0.041852847938806045,0.886303473535323,0.06899774294586494,0.00284593558000627
0.373,1.5603071562908513,1.7645283068053303,0.2042211505144791,0.04132498377363081,0.8873744475175418,0.06849143008077942,0.0028091386280490135
0.374,1.5486673754989317,1.7530770687798984,0.2044096932809667,0.0408074766150873,0.8884263278660628,0.06799315920765564,0.0027730363111940887
0.375,1.5369947993224164,1.7415926355512006,0.20459783622878414,0.04030006395976004,0.8894595385401493,0.0675027854368026,0.0027376120632877157
0.376,1.5252895022308832,1.7300750371147497,0.20478553488386653,0.03980249119565226,0.890474492421309,0.06702016660784411,0.0027028497751946947
0.377,1.5135515567318585,1.7185243030126873,0.20497274628082884,0.0393145113367869,0.8914715916224848,0.06654516325943277,0.0026687337812955477
0.378,1.5017810334312058,1.7069404623380533,0.20515942890684746,0.038835884767283495,0.892451227789029,0.0660776385973223,0.0026352488463657585
0.379,1.4899780010914525,1.6953235437392442,0.2053455426477917,0.03836637899457094,0.893413782391635,0.06561745846096133,0.002602380152831573
0.38,1.4781425266881159,1.6836735754246397,0.20553104873652384,0.037905768411418544,0.8943596270113463,0.06516449128884232,0.0025701132883930353
0.381,1.466274675464107,1.671990585167366,0.20571590970325904,0.03745383406646347,0.8952891236167816,0.06471860808274868,0.002538434234007055
0.382,1.454374510982282,1.6602746003101967,0.2059000893279146,0.037010363442935366,0.896202624833762,0.06427968237107815,0.0025073293522236213
0.383,1.4424420951762142,1.648525647770564,0.20608355259434985,0.03657515024528061,0.8971004742074588,0.06384759017139516,0.0024767853758651953
0.384,1.43047748839923,1.63674375404566,0.20626626564643002,0.03614799419339983,0.8979830064572223,0.06342220995233443,0.002446789397043254
0.385,1.4184807494718112,1.6249289452176383,0.20644819574582707,0.0357287008242232,0.8988505477242897,0.06300342259498498,0.0024173288565014985
0.386,1.4064519357273733,1.613081246958869,0.20662931123149564,0.03531708130035715,0.8997034158124799,0.06259111135388369,0.0023883915332797343
0.387,1.3943911030565277,1.601200684537262,0.20680958148073425,0.034912952225542575,0.9005419204220623,0.062185161817705656,0.002359965534688961
0.388,1.3822983059498426,1.589287282821642,0.2069889768717994,0.034516135466675785,0.9013663633769877,0.06178546186974646,0.002332039286589849
0.389,1.3701735975391918,1.57734106628715,0.20716746874795833,0.0341264579821529,0.902177038845579,0.06139190164830179,0.002304601523966176
0.39,1.3580170296377003,1.5653620590206805,0.20734502938298016,0.03374375165630301,0.9029742335549044,0.06100437350700492,0.0022776412817866257
0.391,1.3458286527783883,1.5533502847263356,0.20752163194794737,0.03336785313968705,0.9037582269989657,0.06062277197520321,0.002251147886144631
0.392,1.3336085162515188,1.5413057667308967,0.20769725047937793,0.03299860369504652,0.9045292916408504,0.06024699371843214,0.0022251109456707923
0.393,1.3213566681407156,1.5292285279892803,0.2078718598485647,0.032635849048692885,0.905287693109038,0.059876937499060735,0.0021995203432088207
0.394,1.3090731553578907,1.5171185910900251,0.2080454357321344,0.03227943924713624,0.9060336903879793,0.05951250413713687,0.0021743662277475513
0.395,1.2967580236770273,1.5049759782607273,0.20821795458369996,0.0319292285187615,0.9067675360031239,0.05915359647151223,0.002149639006602473
0.396,1.2844113177668481,1.4928007113734927,0.20838939360664455,0.03158507514036259,0.9074894762005423,0.05880011932125652,0.002125329337838514
0.397,1.272033081222433,1.4805928119503564,0.20855973072792344,0.03124684130835694,0.9081997511212895,0.05845197944742698,0.002101428122926834
0.398,1.2596233565957928,1.4683523011686714,0.2087289445728786,0.030914393014507126,0.9088985949706518,0.058109085515211996,0.0020779264996296965
0.399,1.2471821854254597,1.456079199866479,0.20889701444101938,0.030587599925981007,0.9095862361824274,0.05777134805648604,0.002054815835105955
0.4,1.2347096082651194,1.443773528547831,0.2090639202827116,0.030266335269591858,0.9102628975783816,0.057438679432797575,0.002032087719229852
